country,isocode,subregion,year,region,pib_per_capita,indice_gini,tasa_desempleo_joven,tasa_homicidio,dummy_outlier_tasa_homicidio,dummy_outlier_pib_per_capita,dummy_outlier_tasa_desempleo_joven,dummy_outlier_indice_gini
Sao Tome and Principe,STP,Sub-Saharan Africa,2020,Africa,5144.53560286014,37.4,9.446,8.973695,0,0,0,0
Sao Tome and Principe,STP,Sub-Saharan Africa,2015,Africa,3171.50905832741,35,12.8,2.0960221,0,0,0,0
Sao Tome and Principe,STP,Sub-Saharan Africa,2010,Africa,2858.56899092769,30.8,20.832,3.3002937,0,0,0,0
Saudi Arabia,SAU,Western Asia,2020,Asia,47518.4877485153,39,29.627,1.3638322,0,0,0,0
Saudi Arabia,SAU,Western Asia,2015,Asia,53930.8273872622,33.6,28.156,0.74654263,0,0,0,0
Saudi Arabia,SAU,Western Asia,2010,Asia,58828.7075224838,37.8,24.762,0.98546845,0,0,0,0
Senegal,SEN,Sub-Saharan Africa,2020,Africa,3752.91947490817,35.3,4.871,1.7619505,0,0,0,0
Senegal,SEN,Sub-Saharan Africa,2015,Africa,2994.28032714875,41.5,8.045,11.103938,0,0,0,0
Senegal,SEN,Sub-Saharan Africa,2010,Africa,2662.50486626479,37.4,2.942,1.4692488,0,0,0,0
Serbia,SRB,Southern Europe,2020,Europe,21013.0399401927,35,26.608,1.2160146,0,0,0,0
Serbia,SRB,Southern Europe,2015,Europe,15550.4859018426,40.5,43.23,1.3932908,0,0,0,0
Serbia,SRB,Southern Europe,2010,Europe,13321.5066928033,29,46.439,1.7847812,0,0,1,0
Seychelles,SYC,Sub-Saharan Africa,2020,Africa,31055.9442055039,36.5,28.298,7.4818563,0,0,0,0
Seychelles,SYC,Sub-Saharan Africa,2015,Africa,25435.2289894362,30,1.502,6.528054,0,0,0,0
Seychelles,SYC,Sub-Saharan Africa,2010,Africa,18981.6586503443,35,9.704,9.476577,0,0,0,0
Sierra Leone,SLE,Sub-Saharan Africa,2020,Africa,2721.34184517493,39.5,4.1,2.2243123,0,0,0,0
Sierra Leone,SLE,Sub-Saharan Africa,2015,Africa,2560.04985807593,47.6,8.303,1.7619505,0,0,0,0
Sierra Leone,SLE,Sub-Saharan Africa,2010,Africa,1900.38515206703,47.6,7.916,2.6194358,0,0,0,0
Singapore,SGP,South-eastern Asia,2020,Asia,101518.31798444,30.4,10.557,0.17793117,0,1,0,0
Singapore,SGP,South-eastern Asia,2015,Asia,87156.187383315,35.7,8.894,0.2533781,0,1,0,0
Singapore,SGP,South-eastern Asia,2010,Asia,75400.5557984177,32.8,9.413,0.37423572,0,1,0,0
Sint Maarten (Dutch part),SXM,Latin America and the Caribbean,2020,Americas,38901.4867603712,44.5,47.478,11.646159,0,0,0,0
Sint Maarten (Dutch part),SXM,Latin America and the Caribbean,2015,Americas,44587.5911500766,40.2,3.727,8.729776,0,0,0,0
Sint Maarten (Dutch part),SXM,Latin America and the Caribbean,2010,Americas,37736.4056799196,43.7,4.1,12.677293,0,0,0,0
Slovak Republic,SVK,Eastern Europe,2020,Europe,35327.9439165588,24.2,19.438,3.110545,0,0,0,0
Slovak Republic,SVK,Eastern Europe,2015,Europe,30156.0270992722,26.5,26.571,2.246115,0,0,0,0
Slovak Republic,SVK,Eastern Europe,2010,Europe,25384.4911366354,27.3,33.749,1.3018428,0,0,0,0
Slovenia,SVN,Southern Europe,2020,Europe,41767.2579899957,24,14.179,0.5232067,0,0,0,0
Slovenia,SVN,Southern Europe,2015,Europe,31344.6289743058,25.4,16.299,0.97089875,0,0,0,0
Slovenia,SVN,Southern Europe,2010,Europe,27582.4977417186,24.9,14.7,0.73363554,0,0,0,0
Solomon Islands,SLB,Melanesia,2020,Oceania,2405.30256166037,37.1,1.499,1.4490161,0,0,0,0
Solomon Islands,SLB,Melanesia,2015,Oceania,2353.78728249487,39.3,1.298,0.98546845,0,0,0,0
Solomon Islands,SLB,Melanesia,2010,Oceania,2182.21600810863,34.7,2.924,1.1721711,0,0,0,0
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,2020,Africa,1454.33348080341,40,35.978,9.34108,0,0,0,0
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,2015,Africa,1341.38999678728,36.2,33.508,2.5171773,0,0,0,0
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,2010,Africa,815.131435995058,35,34.088,5.3232317,0,0,0,0
South Africa,ZAF,Sub-Saharan Africa,2020,Africa,12671.0862436851,31.8,58.588,32.977566,1,0,1,0
South Africa,ZAF,Sub-Saharan Africa,2015,Africa,13397.5234813346,33.7,49.447,32.919315,1,0,0,0
South Africa,ZAF,Sub-Saharan Africa,2010,Africa,12637.2912226018,63.4,50.064,30.362572,1,0,1,1
South Sudan,SSD,Sub-Saharan Africa,2020,Africa,2911.8920318969,41.5,21.984,8.66796,0,0,0,0
South Sudan,SSD,Sub-Saharan Africa,2015,Africa,1154.88686304107,35,19.447,1.829519,0,0,0,0
South Sudan,SSD,Sub-Saharan Africa,2010,Africa,2948.0500149385,43,19.442,2.820436,0,0,0,0
Spain,ESP,Southern Europe,2020,Europe,39327.8479269599,34.9,38.312,0.6942189,0,0,0,0
Spain,ESP,Southern Europe,2015,Europe,35238.0691376424,36.2,48.353,0.6469069,0,0,0,0
Spain,ESP,Southern Europe,2010,Europe,31808.2179879539,35.2,41.453,0.8560973,0,0,0,0
Sri Lanka,LKA,Southern Asia,2020,Asia,12940.9043295749,34.5,25.449,0,0,0,0,0
Sri Lanka,LKA,Southern Asia,2015,Asia,12227.1714849513,33.1,19.232,2.2411442,0,0,0,0
Sri Lanka,LKA,Southern Asia,2010,Asia,8233.6266381136,35.3,18.684,3.654374,0,0,0,0
St. Kitts and Nevis,KNA,Latin America and the Caribbean,2020,Americas,27326.036057423,42.7,35.848,11.322284,0,0,0,0
St. Kitts and Nevis,KNA,Latin America and the Caribbean,2015,Americas,26877.4665031101,46.7,8.216,2.321635,0,0,0,0
St. Kitts and Nevis,KNA,Latin America and the Caribbean,2010,Americas,23691.4477936151,43.5,9.402,5.7739778,0,0,0,0
St. Lucia,LCA,Latin America and the Caribbean,2020,Americas,14912.159584235,53.1,51.641,2.004092,0,0,0,0
St. Lucia,LCA,Latin America and the Caribbean,2015,Americas,14353.2224845845,43.7,47.011,6.4550934,0,0,0,0
St. Lucia,LCA,Latin America and the Caribbean,2010,Americas,12717.7865966902,44.6,35.313,16.63632,0,0,0,0
St. Martin (French part),MAF,Latin America and the Caribbean,2020,Americas,28853.9978560937,48.4,24.284,5.756139,0,0,0,0
St. Martin (French part),MAF,Latin America and the Caribbean,2015,Americas,22457.8800614565,42.7,9.871,8.699481,0,0,0,0
St. Martin (French part),MAF,Latin America and the Caribbean,2010,Americas,55815.6502883612,47.2,26.393,7.8194175,0,0,0,0
St. Vincent and the Grenadines,VCT,Latin America and the Caribbean,2020,Americas,15336.5987771764,49.2,47.275,11.893836,0,0,0,0
St. Vincent and the Grenadines,VCT,Latin America and the Caribbean,2015,Americas,12378.842727428,40.6,41.41,5.2321324,0,0,0,0
St. Vincent and the Grenadines,VCT,Latin America and the Caribbean,2010,Americas,10561.308030596,47.7,41.819,11.262754,0,0,0,0
Sudan,SDN,Northern Africa,2020,Africa,3348.57836914063,35,19.904,6.528054,0,0,0,0
Sudan,SDN,Northern Africa,2015,Africa,4217.01025390625,43,25.233,3.7362838,0,0,0,0
Sudan,SDN,Northern Africa,2010,Africa,3805.62744140625,47.6,26.387,9.34038,0,0,0,0
Suriname,SUR,Latin America and the Caribbean,2020,Americas,16946.8942361914,43.7,28.397,8.982283,0,0,0,0
Suriname,SUR,Latin America and the Caribbean,2015,Americas,16543.5743051372,44.5,13.027,5.8456707,0,0,0,0
Suriname,SUR,Latin America and the Caribbean,2010,Americas,13039.4491198099,42.7,13.452,11.262754,0,0,0,0
Sweden,SWE,Northern Europe,2020,Europe,57489.2657196219,28.9,23.895,1.197641,0,0,0,0
Sweden,SWE,Northern Europe,2015,Europe,48785.1551864585,29.2,20.365,1.1429176,0,0,0,0
Sweden,SWE,Northern Europe,2010,Europe,41956.1290051562,27.7,24.761,0.97033215,0,0,0,0
Switzerland,CHE,Western Europe,2020,Europe,72997.8239503282,33.7,8.603,0.5439449,0,0,0,0
Switzerland,CHE,Western Europe,2015,Europe,65282.5841931923,32.3,8.815,0.6880789,0,0,0,0
Switzerland,CHE,Western Europe,2010,Europe,54432.332994981,32.6,8.216,0.66447276,0,0,0,0
Syrian Arab Republic,SYR,Western Asia,2020,Asia,3737.65751831376,35.3,36.166,0,0,0,0,0
Syrian Arab Republic,SYR,Western Asia,2015,Asia,17525.1404625252,33.5,34.715,0.87926024,0,0,0,0
Syrian Arab Republic,SYR,Western Asia,2010,Asia,9336.59830212594,25.1,20.491,3.5601206,0,0,0,0
Tajikistan,TJK,Central Asia,2020,Asia,3653.95976759112,33.7,29.031,0.8923708,0,0,0,0
Tajikistan,TJK,Central Asia,2015,Asia,2975.47097476092,34,25.212,0.94640845,0,0,0,0
Tajikistan,TJK,Central Asia,2010,Asia,2291.07823631732,35.3,24.724,2.3653512,0,0,0,0
Tanzania,TZA,Sub-Saharan Africa,2020,Africa,3290.60986328125,35.3,3.805,3.749213,0,0,0,0
Tanzania,TZA,Sub-Saharan Africa,2015,Africa,2317.27978515625,39.5,3.602,7.2009435,0,0,0,0
Tanzania,TZA,Sub-Saharan Africa,2010,Africa,2069.40185546875,39.5,5.851,8.686621,0,0,0,0
Thailand,THA,South-eastern Asia,2020,Asia,19163.7415152349,35,5.199,3.110545,0,0,0,0
Thailand,THA,South-eastern Asia,2015,Asia,15791.1714762207,36,3.094,9.053297,0,0,0,0
Thailand,THA,South-eastern Asia,2010,Asia,12932.2633444457,39.4,2.598,5.328127,0,0,0,0
Timor-Leste,TLS,South-eastern Asia,2020,Asia,6132.08299806495,42.9,6.743,0.98546845,0,0,0,0
Timor-Leste,TLS,South-eastern Asia,2015,Asia,3107.57190164098,38.8,8.563,2.9352973,0,0,0,0
Timor-Leste,TLS,South-eastern Asia,2010,Asia,1955.32969499557,38.8,9.331,2.727507,0,0,0,0
Togo,TGO,Sub-Saharan Africa,2020,Africa,2356.75859666213,39.5,3.727,2.1967907,0,0,0,0
Togo,TGO,Sub-Saharan Africa,2015,Africa,1879.66940004825,43,4.315,8.289189,0,0,0,0
Togo,TGO,Sub-Saharan Africa,2010,Africa,1537.0546089113,41.5,3.963,1.3891021,0,0,0,0
Tonga,TON,Polynesia,2020,Oceania,6689.85928964051,43,7.937,0.9457794,0,0,0,0
Tonga,TON,Polynesia,2015,Oceania,5471.79686971112,33.5,5.84,0.2533781,0,0,0,0
Tonga,TON,Polynesia,2010,Oceania,4465.46050009263,35.3,4.218,0.93110305,0,0,0,0
Trinidad and Tobago,TTO,Latin America and the Caribbean,2020,Americas,26862.9417710355,40.2,11.81,26.940828,1,0,0,0
Trinidad and Tobago,TTO,Latin America and the Caribbean,2015,Americas,29825.4643214665,42.7,5.869,29.387306,1,0,0,0
Trinidad and Tobago,TTO,Latin America and the Caribbean,2010,Americas,30778.3127370297,40.2,9.85,34.11089,1,0,0,0
Tunisia,TUN,Northern Africa,2020,Africa,11918.066205483,47.6,41.231,4.69348,0,0,0,0
Tunisia,TUN,Northern Africa,2015,Africa,10782.5438382441,32.8,34.967,1.2453916,0,0,0,0
Tunisia,TUN,Northern Africa,2010,Africa,10555.0887033221,38.5,29.573,2.656516,0,0,0,0
Turkiye,TUR,Western Asia,2020,Asia,28680.2006288764,43,24.919,0.4756916,0,0,0,0
Turkiye,TUR,Western Asia,2015,Asia,25862.6846048907,42.9,18.299,0.98546845,0,0,0,0
Turkiye,TUR,Western Asia,2010,Asia,17343.6771298998,38.8,21.578,0.93424326,0,0,0,0
Turkmenistan,TKM,Central Asia,2020,Asia,15090.9394971778,42.6,10.038,0.6968639,0,0,0,0
Turkmenistan,TKM,Central Asia,2015,Asia,12714.8137240363,39.3,8.833,1.013551,0,0,0,0
Turkmenistan,TKM,Central Asia,2010,Asia,8971.61628736812,34,8.405,1.8870108,0,0,0,0
Turks and Caicos Islands,TCA,Latin America and the Caribbean,2020,Americas,19530.0254075613,44.6,38.312,51.818726,1,0,0,0
Turks and Caicos Islands,TCA,Latin America and the Caribbean,2015,Americas,24012.8725763975,51,17.19,5.4899907,0,0,0,0
Turks and Caicos Islands,TCA,Latin America and the Caribbean,2010,Americas,22316.4440292076,42.7,2.598,5.7739778,0,0,0,0
Tuvalu,TUV,Polynesia,2020,Oceania,5122.19827984698,32.1,14.7,0.6079229,0,0,0,0
Tuvalu,TUV,Polynesia,2015,Oceania,3775.7556591637,34,9.736,6.2295156,0,0,0,0
Tuvalu,TUV,Polynesia,2010,Oceania,2945.12892457303,39.1,5.721,9.421518,0,0,0,0
Uganda,UGA,Sub-Saharan Africa,2020,Africa,2532.21950102069,39.5,5.721,10.032131,0,0,0,0
Uganda,UGA,Sub-Saharan Africa,2015,Africa,2189.96485919003,37.4,3.877,1.2453916,0,0,0,0
Uganda,UGA,Sub-Saharan Africa,2010,Africa,2091.55963145331,39.5,5.345,9.7558565,0,0,0,0
Ukraine,UKR,Eastern Europe,2020,Europe,15541.02734375,25.6,19.355,3.8003569,0,0,0,0
Ukraine,UKR,Eastern Europe,2015,Europe,9921.833984375,25.5,22.611,7.4818563,0,0,0,0
Ukraine,UKR,Eastern Europe,2010,Europe,8453.2998046875,24.8,17.709,4.279318,0,0,0,0
United Arab Emirates,ARE,Western Asia,2020,Asia,65352.8344182277,40.5,13.482,0.68793815,0,0,0,0
United Arab Emirates,ARE,Western Asia,2015,Asia,71720.3084512543,39,5.447,0.6916719,0,1,0,0
United Arab Emirates,ARE,Western Asia,2010,Asia,83670.9093739164,35.2,7.191,0.9656457,0,1,0,0
United Kingdom,GBR,Northern Europe,2020,Europe,48230.0477027461,32.6,13.371,0.9457794,0,0,0,0
United Kingdom,GBR,Northern Europe,2015,Europe,42526.7003586335,33.3,15.046,0.9482717,0,0,0,0
United Kingdom,GBR,Northern Europe,2010,Europe,36487.6718531875,33.7,20.206,1.1998765,0,0,0,0
United States,USA,Northern America,2020,Americas,64401.5074354209,40,14.891,6.3546557,0,0,0,0
United States,USA,Northern America,2015,Americas,56849.4697923159,41.5,11.634,4.8701963,0,0,0,0
United States,USA,Northern America,2010,Americas,48642.6312088213,40.2,18.361,4.7328067,0,0,0,0
Uruguay,URY,Latin America and the Caribbean,2020,Americas,25725.258216942,40.2,34.209,10.032457,0,0,0,0
Uruguay,URY,Latin America and the Caribbean,2015,Americas,22168.6114189676,40.1,22.875,8.699481,0,0,0,0
Uruguay,URY,Latin America and the Caribbean,2010,Americas,17872.5369682924,44.5,20.707,6.177341,0,0,0,0
Uzbekistan,UZB,Central Asia,2020,Asia,8451.72505108114,35.3,12.838,1.3368517,0,0,0,0
Uzbekistan,UZB,Central Asia,2015,Asia,6799.57332842183,38.8,11.564,1.6455635,0,0,0,0
Uzbekistan,UZB,Central Asia,2010,Asia,5504.8563793137,29,11.644,5.0235434,0,0,0,0
Vanuatu,VUT,Melanesia,2020,Oceania,3117.64425292038,44.6,9.696,0.3346065,0,0,0,0
Vanuatu,VUT,Melanesia,2015,Oceania,2965.84143257378,33.1,11.202,3.423157,0,0,0,0
Vanuatu,VUT,Melanesia,2010,Oceania,2733.45922588718,37.4,9.407,0.87926024,0,0,0,0
"Venezuela, RB",VEN,Latin America and the Caribbean,2020,Americas,19827.948684184,40.2,13.628,2.321635,0,0,0,0
"Venezuela, RB",VEN,Latin America and the Caribbean,2015,Americas,5956.28620064819,43.7,13.331,12.913972,0,0,0,0
"Venezuela, RB",VEN,Latin America and the Caribbean,2010,Americas,16527.7394080967,43.7,14.178,5.7739778,0,0,0,0
Viet Nam,VNM,South-eastern Asia,2020,Asia,11609.3177276423,36.8,6.546,1.5944778,0,0,0,0
Viet Nam,VNM,South-eastern Asia,2015,Asia,7671.5819778084,29,6.267,1.3018428,0,0,0,0
Viet Nam,VNM,South-eastern Asia,2010,Asia,5389.21956993674,39.3,3.432,0.37423572,0,0,0,0
Virgin Islands (U.S.),VIR,Latin America and the Caribbean,2020,Americas,41749.0800364553,48.4,35.848,4.8701963,0,0,0,0
Virgin Islands (U.S.),VIR,Latin America and the Caribbean,2015,Americas,32573.7166812174,40.2,26.802,11.560721,0,0,0,0
Virgin Islands (U.S.),VIR,Latin America and the Caribbean,2010,Americas,41607.5668567026,48.4,24.195,2.321635,0,0,0,0
West Bank and Gaza,PSE,Western Asia,2020,Asia,5956.28620064819,30,42.053,0.7787528,0,0,0,0
West Bank and Gaza,PSE,Western Asia,2015,Asia,5769.98236633203,39.5,37.215,1.2551768,0,0,0,0
West Bank and Gaza,PSE,Western Asia,2010,Asia,4120.86066344952,35.3,36.178,3.2333007,0,0,0,0
"Yemen, Rep.",YEM,Western Asia,2020,Asia,14804.0974069659,39.1,34.625,1.7407413,0,0,0,0
"Yemen, Rep.",YEM,Western Asia,2015,Asia,4206.45986002117,37.4,32.695,2.2001173,0,0,0,0
"Yemen, Rep.",YEM,Western Asia,2010,Asia,3603.03505648202,32.4,22.04,7.2962728,0,0,0,0
Zambia,ZMB,Sub-Saharan Africa,2020,Africa,3157.30009311643,30,11.042,1.3643339,0,0,0,0
Zambia,ZMB,Sub-Saharan Africa,2015,Africa,3337.47306887696,55.8,12.344,5.2015085,0,0,0,0
Zambia,ZMB,Sub-Saharan Africa,2010,Africa,3097.66400499243,52,29.15,5.82861,0,0,0,0
Zimbabwe,ZWE,Sub-Saharan Africa,2020,Africa,3510.67604016744,39.5,14.258,5.0235434,0,0,0,0
Zimbabwe,ZWE,Sub-Saharan Africa,2015,Africa,2646.645807311,37.5,7.991,9.800383,0,0,0,0
Zimbabwe,ZWE,Sub-Saharan Africa,2010,Africa,1740.94575434279,37.5,9.065,5.3232317,0,0,0,0
