year,country,isocode,tasa_homicidio,region,subregion
2013,Belarus,BLR,3.5184283,Europe,Eastern Europe
2014,Belarus,BLR,3.589259,Europe,Eastern Europe
2015,Belarus,BLR,3.436175,Europe,Eastern Europe
2016,Belarus,BLR,3.2318976,Europe,Eastern Europe
2017,Belarus,BLR,2.527436,Europe,Eastern Europe
2018,Belarus,BLR,2.3839583,Europe,Eastern Europe
2019,Belarus,BLR,2.3846316,Europe,Eastern Europe
2023,Belarus,BLR,NA,Europe,Eastern Europe
1990,Belgium,BEL,1.0407836,Europe,Western Europe
1991,Belgium,BEL,1.0224286,Europe,Western Europe
1992,Belgium,BEL,1.2039715,Europe,Western Europe
1993,Belgium,BEL,1.4349035,Europe,Western Europe
1994,Belgium,BEL,1.186239,Europe,Western Europe
1995,Belgium,BEL,1.4007723,Europe,Western Europe
1996,Belgium,BEL,1.1814548,Europe,Western Europe
1997,Belgium,BEL,1.4241567,Europe,Western Europe
2000,Belgium,BEL,2.0679462,Europe,Western Europe
2001,Belgium,BEL,2.7413228,Europe,Western Europe
2002,Belgium,BEL,3.0872045,Europe,Western Europe
2021,Belgium,BEL,1.0803015,Europe,Western Europe
2023,Belgium,BEL,NA,Europe,Western Europe
2000,Belize,BLZ,17.02665,Americas,Latin America and the Caribbean
2001,Belize,BLZ,25.767126,Americas,Latin America and the Caribbean
2002,Belize,BLZ,33.983246,Americas,Latin America and the Caribbean
2003,Belize,BLZ,25.399954,Americas,Latin America and the Caribbean
2004,Belize,BLZ,29.077417,Americas,Latin America and the Caribbean
2005,Belize,BLZ,28.956442,Americas,Latin America and the Caribbean
2006,Belize,BLZ,31.957926,Americas,Latin America and the Caribbean
2007,Belize,BLZ,32.759205,Americas,Latin America and the Caribbean
2008,Belize,BLZ,33.841335,Americas,Latin America and the Caribbean
2009,Belize,BLZ,31.02868,Americas,Latin America and the Caribbean
2010,Belize,BLZ,40.28166,Americas,Latin America and the Caribbean
2011,Belize,BLZ,37.885963,Americas,Latin America and the Caribbean
2012,Belize,BLZ,43.35943,Americas,Latin America and the Caribbean
2013,Belize,BLZ,28.978973,Americas,Latin America and the Caribbean
2014,Belize,BLZ,35.25138,Americas,Latin America and the Caribbean
2015,Belize,BLZ,33.39573,Americas,Latin America and the Caribbean
2016,Belize,BLZ,37.838802,Americas,Latin America and the Caribbean
2017,Belize,BLZ,38.04915,Americas,Latin America and the Caribbean
2018,Belize,BLZ,37.60916,Americas,Latin America and the Caribbean
2019,Belize,BLZ,34.730457,Americas,Latin America and the Caribbean
2020,Belize,BLZ,26.099539,Americas,Latin America and the Caribbean
2021,Belize,BLZ,31.617834,Americas,Latin America and the Caribbean
2022,Belize,BLZ,28.058292,Americas,Latin America and the Caribbean
2023,Belize,BLZ,NA,Americas,Latin America and the Caribbean
2023,Benin,BEN,NA,Africa,Sub-Saharan Africa
1990,Bermuda,BMU,1.7373629,Americas,Northern America
1991,Bermuda,BMU,5.173841,Americas,Northern America
1992,Bermuda,BMU,1.7121089,Americas,Northern America
1993,Bermuda,BMU,5.100696,Americas,Northern America
1994,Bermuda,BMU,10.136163,Americas,Northern America
1996,Bermuda,BMU,6.6875095,Americas,Northern America
1997,Bermuda,BMU,3.323529,Americas,Northern America
1998,Bermuda,BMU,0,Americas,Northern America
1999,Bermuda,BMU,3.2720103,Americas,Northern America
2000,Bermuda,BMU,0,Americas,Northern America
2001,Bermuda,BMU,4.8490725,Americas,Northern America
2002,Bermuda,BMU,1.6092046,Americas,Northern America
2003,Bermuda,BMU,3.2058475,Americas,Northern America
2004,Bermuda,BMU,1.5985932,Americas,Northern America
2005,Bermuda,BMU,3.189233,Americas,Northern America
2006,Bermuda,BMU,4.7745233,Americas,Northern America
2007,Bermuda,BMU,4.7611866,Americas,Northern America
2008,Bermuda,BMU,7.898957,Americas,Northern America
2009,Bermuda,BMU,9.439157,Americas,Northern America
2010,Bermuda,BMU,10.984613,Americas,Northern America
2011,Bermuda,BMU,12.552465,Americas,Northern America
2012,Bermuda,BMU,9.427144,Americas,Northern America
2013,Bermuda,BMU,7.864912,Americas,Northern America
2014,Bermuda,BMU,6.296337,Americas,Northern America
2015,Bermuda,BMU,6.3028355,Americas,Northern America
2016,Bermuda,BMU,12.608651,Americas,Northern America
2017,Bermuda,BMU,7.8642936,Americas,Northern America
2018,Bermuda,BMU,7.8331847,Americas,Northern America
2019,Bermuda,BMU,0,Americas,Northern America
2020,Bermuda,BMU,10.872604,Americas,Northern America
2021,Bermuda,BMU,10.8278675,Americas,Northern America
2022,Bermuda,BMU,13.899936,Americas,Northern America
2023,Bermuda,BMU,6.1825714,Americas,Northern America
1990,Bhutan,BTN,3.393932,Asia,Southern Asia
1991,Bhutan,BTN,2.000722,Asia,Southern Asia
1992,Bhutan,BTN,4.6731076,Asia,Southern Asia
1993,Bhutan,BTN,3.4254448,Asia,Southern Asia
1994,Bhutan,BTN,3.6068692,Asia,Southern Asia
1995,Bhutan,BTN,2.9197667,Asia,Southern Asia
1996,Bhutan,BTN,2.1866546,Asia,Southern Asia
1997,Bhutan,BTN,1.2529163,Asia,Southern Asia
1998,Bhutan,BTN,1.9317393,Asia,Southern Asia
1999,Bhutan,BTN,2.231457,Asia,Southern Asia
2000,Bhutan,BTN,3.0157673,Asia,Southern Asia
2001,Bhutan,BTN,3.1107025,Asia,Southern Asia
2002,Bhutan,BTN,3.0428798,Asia,Southern Asia
2003,Bhutan,BTN,0.78411263,Asia,Southern Asia
2004,Bhutan,BTN,2.3057609,Asia,Southern Asia
2005,Bhutan,BTN,1.6619691,Asia,Southern Asia
2006,Bhutan,BTN,1.3416826,Asia,Southern Asia
2007,Bhutan,BTN,2.0629463,Asia,Southern Asia
2008,Bhutan,BTN,2.622563,Asia,Southern Asia
2009,Bhutan,BTN,2.3055153,Asia,Southern Asia
2010,Bhutan,BTN,2.2803977,Asia,Southern Asia
2011,Bhutan,BTN,4.5110006,Asia,Southern Asia
2012,Bhutan,BTN,4.600717,Asia,Southern Asia
2013,Bhutan,BTN,3.3090987,Asia,Southern Asia
2015,Bhutan,BTN,1.6202685,Asia,Southern Asia
2016,Bhutan,BTN,1.2034241,Asia,Southern Asia
2017,Bhutan,BTN,1.7233734,Asia,Southern Asia
2018,Bhutan,BTN,1.1845862,Asia,Southern Asia
2019,Bhutan,BTN,1.0459923,Asia,Southern Asia
2020,Bhutan,BTN,2.4675133,Asia,Southern Asia
2023,Bhutan,BTN,NA,Asia,Southern Asia
2015,Bolivia,BOL,4.9297733,Americas,Latin America and the Caribbean
2016,Bolivia,BOL,5.7423873,Americas,Latin America and the Caribbean
2017,Bolivia,BOL,6.5846376,Americas,Latin America and the Caribbean
2018,Bolivia,BOL,4.987675,Americas,Latin America and the Caribbean
2019,Bolivia,BOL,4.2582774,Americas,Latin America and the Caribbean
2020,Bolivia,BOL,3.6221154,Americas,Latin America and the Caribbean
2021,Bolivia,BOL,3.501612,Americas,Latin America and the Caribbean
2022,Bolivia,BOL,4.0158467,Americas,Latin America and the Caribbean
2023,Bolivia,BOL,4.418433,Americas,Latin America and the Caribbean
2023,Bonaire Sint Eustatius and Saba,BES,NA,Americas,Latin America and the Caribbean
1990,Bosnia and Herzegovina,BIH,1.6409465,Europe,Southern Europe
2000,Bosnia and Herzegovina,BIH,2.3799384,Europe,Southern Europe
2001,Bosnia and Herzegovina,BIH,1.9619863,Europe,Southern Europe
2002,Bosnia and Herzegovina,BIH,2.1489959,Europe,Southern Europe
2004,Bosnia and Herzegovina,BIH,1.6421206,Europe,Southern Europe
2007,Bosnia and Herzegovina,BIH,1.6444811,Europe,Southern Europe
2008,Bosnia and Herzegovina,BIH,1.6719254,Europe,Southern Europe
2009,Bosnia and Herzegovina,BIH,1.8299941,Europe,Southern Europe
2010,Bosnia and Herzegovina,BIH,1.4692488,Europe,Southern Europe
2011,Bosnia and Herzegovina,BIH,1.3629813,Europe,Southern Europe
2012,Bosnia and Herzegovina,BIH,1.7165681,Europe,Southern Europe
2013,Bosnia and Herzegovina,BIH,1.2739351,Europe,Southern Europe
2014,Bosnia and Herzegovina,BIH,1.4025918,Europe,Southern Europe
2015,Bosnia and Herzegovina,BIH,1.6199899,Europe,Southern Europe
2016,Bosnia and Herzegovina,BIH,1.2957087,Europe,Southern Europe
2017,Bosnia and Herzegovina,BIH,1.2249603,Europe,Southern Europe
2018,Bosnia and Herzegovina,BIH,1.1514615,Europe,Southern Europe
2019,Bosnia and Herzegovina,BIH,1.2554053,Europe,Southern Europe
2020,Bosnia and Herzegovina,BIH,1.3032873,Europe,Southern Europe
2021,Bosnia and Herzegovina,BIH,0.98616064,Europe,Southern Europe
2022,Bosnia and Herzegovina,BIH,1.0921111,Europe,Southern Europe
2023,Bosnia and Herzegovina,BIH,1.2244617,Europe,Southern Europe
2001,Botswana,BWA,12.439743,Africa,Sub-Saharan Africa
2002,Botswana,BWA,14.61517,Africa,Sub-Saharan Africa
2003,Botswana,BWA,17.570175,Africa,Sub-Saharan Africa
2004,Botswana,BWA,14.331991,Africa,Sub-Saharan Africa
2005,Botswana,BWA,15.816275,Africa,Sub-Saharan Africa
2006,Botswana,BWA,13.923591,Africa,Sub-Saharan Africa
2007,Botswana,BWA,14.650474000000001,Africa,Sub-Saharan Africa
2008,Botswana,BWA,14.410475,Africa,Sub-Saharan Africa
2009,Botswana,BWA,14.517703,Africa,Sub-Saharan Africa
2010,Botswana,BWA,14.903273,Africa,Sub-Saharan Africa
2020,Botswana,BWA,9.34108,Africa,Sub-Saharan Africa
2021,Botswana,BWA,11.368176,Africa,Sub-Saharan Africa
2023,Botswana,BWA,NA,Africa,Sub-Saharan Africa
1990,Brazil,BRA,19.646343,Americas,Latin America and the Caribbean
1991,Brazil,BRA,18.552387,Americas,Latin America and the Caribbean
1992,Brazil,BRA,16.83152,Americas,Latin America and the Caribbean
1993,Brazil,BRA,17.865892,Americas,Latin America and the Caribbean
1994,Brazil,BRA,18.743233,Americas,Latin America and the Caribbean
1995,Brazil,BRA,21.022089,Americas,Latin America and the Caribbean
1996,Brazil,BRA,23.6866,Americas,Latin America and the Caribbean
1997,Brazil,BRA,24.30493,Americas,Latin America and the Caribbean
1998,Brazil,BRA,24.799057,Americas,Latin America and the Caribbean
1999,Brazil,BRA,25.002106,Americas,Latin America and the Caribbean
2000,Brazil,BRA,26.074846,Americas,Latin America and the Caribbean
2001,Brazil,BRA,27.20061,Americas,Latin America and the Caribbean
2002,Brazil,BRA,27.848196,Americas,Latin America and the Caribbean
2003,Brazil,BRA,28.271088,Americas,Latin America and the Caribbean
2004,Brazil,BRA,26.491837,Americas,Latin America and the Caribbean
2005,Brazil,BRA,25.769392,Americas,Latin America and the Caribbean
2006,Brazil,BRA,26.340307,Americas,Latin America and the Caribbean
2007,Brazil,BRA,25.314459,Americas,Latin America and the Caribbean
2008,Brazil,BRA,26.33593,Americas,Latin America and the Caribbean
2009,Brazil,BRA,26.791449,Americas,Latin America and the Caribbean
2010,Brazil,BRA,26.994568,Americas,Latin America and the Caribbean
2011,Brazil,BRA,26.747099,Americas,Latin America and the Caribbean
2012,Brazil,BRA,28.641361,Americas,Latin America and the Caribbean
2013,Brazil,BRA,28.640411,Americas,Latin America and the Caribbean
2014,Brazil,BRA,29.853794,Americas,Latin America and the Caribbean
2015,Brazil,BRA,28.850302,Americas,Latin America and the Caribbean
2016,Brazil,BRA,30.119362,Americas,Latin America and the Caribbean
2017,Brazil,BRA,31.161175,Americas,Latin America and the Caribbean
2018,Brazil,BRA,27.160616,Americas,Latin America and the Caribbean
2019,Brazil,BRA,21.24456,Americas,Latin America and the Caribbean
2020,Brazil,BRA,22.870605,Americas,Latin America and the Caribbean
2021,Brazil,BRA,21.742752,Americas,Latin America and the Caribbean
2022,Brazil,BRA,21.096361,Americas,Latin America and the Caribbean
2023,Brazil,BRA,20.575377,Americas,Latin America and the Caribbean
2023,British Indian Ocean Territory,IOT,NA,Africa,Sub-Saharan Africa
1990,British Virgin Islands,VGB,6.367602,Americas,Latin America and the Caribbean
1991,British Virgin Islands,VGB,0,Americas,Latin America and the Caribbean
1992,British Virgin Islands,VGB,0,Americas,Latin America and the Caribbean
1993,British Virgin Islands,VGB,0,Americas,Latin America and the Caribbean
1994,British Virgin Islands,VGB,0,Americas,Latin America and the Caribbean
1995,British Virgin Islands,VGB,11.211077,Americas,Latin America and the Caribbean
1996,British Virgin Islands,VGB,10.93703,Americas,Latin America and the Caribbean
1999,British Virgin Islands,VGB,5.0682955,Americas,Latin America and the Caribbean
2001,British Virgin Islands,VGB,4.808617,Americas,Latin America and the Caribbean
2002,British Virgin Islands,VGB,4.6664643,Americas,Latin America and the Caribbean
2003,British Virgin Islands,VGB,9.036077,Americas,Latin America and the Caribbean
2004,British Virgin Islands,VGB,17.482136,Americas,Latin America and the Caribbean
2006,British Virgin Islands,VGB,8.165598,Americas,Latin America and the Caribbean
2023,British Virgin Islands,VGB,NA,Americas,Latin America and the Caribbean
1996,Brunei,BRN,3.0173447,Asia,South-eastern Asia
1997,Brunei,BRN,2.6200173,Asia,South-eastern Asia
1998,Brunei,BRN,1.2804692,Asia,South-eastern Asia
1999,Brunei,BRN,1.252303,Asia,South-eastern Asia
2000,Brunei,BRN,1.2254001,Asia,South-eastern Asia
2003,Brunei,BRN,0.86545867,Asia,South-eastern Asia
2004,Brunei,BRN,0.5667159,Asia,South-eastern Asia
2005,Brunei,BRN,0.5572342,Asia,South-eastern Asia
2006,Brunei,BRN,0.8226785,Asia,South-eastern Asia
2007,Brunei,BRN,0.80890334,Asia,South-eastern Asia
2008,Brunei,BRN,0.26469523,Asia,South-eastern Asia
2009,Brunei,BRN,0.7793169,Asia,South-eastern Asia
2010,Brunei,BRN,0.25488618,Asia,South-eastern Asia
2011,Brunei,BRN,0.25038278,Asia,South-eastern Asia
2012,Brunei,BRN,0.9862991,Asia,South-eastern Asia
2013,Brunei,BRN,0.48637897,Asia,South-eastern Asia
2023,Brunei,BRN,NA,Asia,South-eastern Asia
1990,Bulgaria,BGR,2.5730062,Europe,Eastern Europe
1991,Bulgaria,BGR,4.312428,Europe,Eastern Europe
1992,Bulgaria,BGR,5.3977633,Europe,Eastern Europe
1993,Bulgaria,BGR,5.7874928,Europe,Eastern Europe
1994,Bulgaria,BGR,5.8453703,Europe,Eastern Europe
1995,Bulgaria,BGR,5.910806,Europe,Eastern Europe
1996,Bulgaria,BGR,5.282583,Europe,Eastern Europe
1997,Bulgaria,BGR,4.843557,Europe,Eastern Europe
1998,Bulgaria,BGR,4.681628,Europe,Eastern Europe
1999,Bulgaria,BGR,4.053319,Europe,Eastern Europe
2000,Bulgaria,BGR,4.1497307,Europe,Eastern Europe
2001,Bulgaria,BGR,3.8847432,Europe,Eastern Europe
2002,Bulgaria,BGR,3.2434733,Europe,Eastern Europe
2003,Bulgaria,BGR,3.1648774,Europe,Eastern Europe
2004,Bulgaria,BGR,3.1486187,Europe,Eastern Europe
2005,Bulgaria,BGR,2.5860782,Europe,Eastern Europe
2006,Bulgaria,BGR,2.4344614,Europe,Eastern Europe
2007,Bulgaria,BGR,2.3329723,Europe,Eastern Europe
2008,Bulgaria,BGR,2.2825017,Europe,Eastern Europe
2009,Bulgaria,BGR,2.003202,Europe,Eastern Europe
2010,Bulgaria,BGR,1.9898896,Europe,Eastern Europe
2011,Bulgaria,BGR,1.7344115,Europe,Eastern Europe
2012,Bulgaria,BGR,1.9270157,Europe,Eastern Europe
2013,Bulgaria,BGR,1.5004269,Europe,Eastern Europe
2014,Bulgaria,BGR,1.5505058,Europe,Eastern Europe
2015,Bulgaria,BGR,1.7554817,Europe,Eastern Europe
2016,Bulgaria,BGR,1.1083933,Europe,Eastern Europe
2017,Bulgaria,BGR,1.4556997,Europe,Eastern Europe
2018,Bulgaria,BGR,1.309656,Europe,Eastern Europe
2019,Bulgaria,BGR,1.1898842,Europe,Eastern Europe
2020,Bulgaria,BGR,0.9951466,Europe,Eastern Europe
2021,Bulgaria,BGR,1.2941265,Europe,Eastern Europe
2022,Bulgaria,BGR,1.1134121,Europe,Eastern Europe
2023,Bulgaria,BGR,1.0889074,Europe,Eastern Europe
2023,Burkina Faso,BFA,NA,Africa,Sub-Saharan Africa
2012,Burundi,BDI,4.964737,Africa,Sub-Saharan Africa
2013,Burundi,BDI,4.981158,Africa,Sub-Saharan Africa
2014,Burundi,BDI,5.222326,Africa,Sub-Saharan Africa
2015,Burundi,BDI,4.1728597,Africa,Sub-Saharan Africa
2016,Burundi,BDI,5.649742,Africa,Sub-Saharan Africa
2023,Burundi,BDI,NA,Africa,Sub-Saharan Africa
1992,Cambodia,KHM,5.2877555,Asia,South-eastern Asia
1993,Cambodia,KHM,6.9518743,Asia,South-eastern Asia
1994,Cambodia,KHM,3.2795184,Asia,South-eastern Asia
1995,Cambodia,KHM,3.9626703,Asia,South-eastern Asia
1996,Cambodia,KHM,5.0179286,Asia,South-eastern Asia
1997,Cambodia,KHM,2.7396119,Asia,South-eastern Asia
1998,Cambodia,KHM,6.5764527,Asia,South-eastern Asia
1999,Cambodia,KHM,4.7367744,Asia,South-eastern Asia
2000,Cambodia,KHM,4.581805,Asia,South-eastern Asia
2001,Cambodia,KHM,3.215235,Asia,South-eastern Asia
2002,Cambodia,KHM,3.3060446,Asia,South-eastern Asia
2003,Cambodia,KHM,3.9000938,Asia,South-eastern Asia
2004,Cambodia,KHM,3.858138,Asia,South-eastern Asia
2005,Cambodia,KHM,3.3335314,Asia,South-eastern Asia
2006,Cambodia,KHM,2.9327605,Asia,South-eastern Asia
2007,Cambodia,KHM,2.8392322,Asia,South-eastern Asia
2008,Cambodia,KHM,2.36952,Asia,South-eastern Asia
2009,Cambodia,KHM,2.3184452,Asia,South-eastern Asia
2010,Cambodia,KHM,2.2826443,Asia,South-eastern Asia
2011,Cambodia,KHM,1.8203326,Asia,South-eastern Asia
2023,Cambodia,KHM,NA,Asia,South-eastern Asia
2000,Cameroon,CMR,3.0779276,Africa,Sub-Saharan Africa
2001,Cameroon,CMR,4.9315815,Africa,Sub-Saharan Africa
2002,Cameroon,CMR,6.5562186,Africa,Sub-Saharan Africa
2003,Cameroon,CMR,6.2003646,Africa,Sub-Saharan Africa
2008,Cameroon,CMR,4.1778703,Africa,Sub-Saharan Africa
2009,Cameroon,CMR,6.680976,Africa,Sub-Saharan Africa
2010,Cameroon,CMR,5.0792994,Africa,Sub-Saharan Africa
2011,Cameroon,CMR,4.1270633,Africa,Sub-Saharan Africa
2012,Cameroon,CMR,4.228832,Africa,Sub-Saharan Africa
2015,Cameroon,CMR,3.782385,Africa,Sub-Saharan Africa
2016,Cameroon,CMR,3.3554814,Africa,Sub-Saharan Africa
2017,Cameroon,CMR,4.161037,Africa,Sub-Saharan Africa
2020,Cameroon,CMR,4.5859385,Africa,Sub-Saharan Africa
2022,Cameroon,CMR,6.7600894,Africa,Sub-Saharan Africa
2023,Cameroon,CMR,NA,Africa,Sub-Saharan Africa
1990,Canada,CAN,2.3642073,Americas,Northern America
1991,Canada,CAN,2.6778271,Americas,Northern America
1992,Canada,CAN,2.5719244,Americas,Northern America
1993,Canada,CAN,2.1713014,Americas,Northern America
1994,Canada,CAN,2.0447805,Americas,Northern America
1995,Canada,CAN,1.992591,Americas,Northern America
1996,Canada,CAN,2.1298606,Americas,Northern America
1997,Canada,CAN,1.9494935,Americas,Northern America
1998,Canada,CAN,1.8430616,Americas,Northern America
1999,Canada,CAN,1.7614692,Americas,Northern America
2000,Canada,CAN,1.7674592,Americas,Northern America
2001,Canada,CAN,1.7748687,Americas,Northern America
2002,Canada,CAN,1.8455346,Americas,Northern America
2003,Canada,CAN,1.7244368,Americas,Northern America
2004,Canada,CAN,1.9450605,Americas,Northern America
2005,Canada,CAN,2.0468447,Americas,Northern America
2006,Canada,CAN,1.8559688,Americas,Northern America
2007,Canada,CAN,1.8040521,Americas,Northern America
2008,Canada,CAN,1.8356256,Americas,Northern America
2009,Canada,CAN,1.8033268,Americas,Northern America
2010,Canada,CAN,1.6288027,Americas,Northern America
2011,Canada,CAN,1.7623847,Americas,Northern America
2012,Canada,CAN,1.5720516,Americas,Northern America
2013,Canada,CAN,1.4421947,Americas,Northern America
2014,Canada,CAN,1.473301,Americas,Northern America
2015,Canada,CAN,1.6990045,Americas,Northern America
2016,Canada,CAN,1.6944797,Americas,Northern America
2017,Canada,CAN,1.8066481,Americas,Northern America
2018,Canada,CAN,1.7750366,Americas,Northern America
2019,Canada,CAN,1.8235747,Americas,Northern America
2020,Canada,CAN,2.004092,Americas,Northern America
2021,Canada,CAN,2.0830052,Americas,Northern America
2022,Canada,CAN,2.271951,Americas,Northern America
2023,Canada,CAN,1.9796889,Americas,Northern America
2003,Cape Verde,CPV,3.1686816,Africa,Sub-Saharan Africa
2004,Cape Verde,CPV,4.3807545,Africa,Sub-Saharan Africa
2005,Cape Verde,CPV,9.070005,Africa,Sub-Saharan Africa
2006,Cape Verde,CPV,7.132268,Africa,Sub-Saharan Africa
2013,Cape Verde,CPV,10.542242,Africa,Sub-Saharan Africa
2014,Cape Verde,CPV,12.687246,Africa,Sub-Saharan Africa
2015,Cape Verde,CPV,8.977475,Africa,Sub-Saharan Africa
2016,Cape Verde,CPV,12.096274,Africa,Sub-Saharan Africa
2017,Cape Verde,CPV,7.4089527,Africa,Sub-Saharan Africa
2018,Cape Verde,CPV,6.0380006,Africa,Sub-Saharan Africa
2019,Cape Verde,CPV,6.418935,Africa,Sub-Saharan Africa
2020,Cape Verde,CPV,6.994644,Africa,Sub-Saharan Africa
2023,Cape Verde,CPV,NA,Africa,Sub-Saharan Africa
1990,Cayman Islands,CYM,7.6926036,Americas,Latin America and the Caribbean
1991,Cayman Islands,CYM,7.3274837,Americas,Latin America and the Caribbean
