year,country,isocode,tasa_homicidio,region,subregion
2000,Jamaica,JAM,34.013004,Americas,Latin America and the Caribbean
2001,Jamaica,JAM,43.400345,Americas,Latin America and the Caribbean
2002,Jamaica,JAM,39.574768,Americas,Latin America and the Caribbean
2003,Jamaica,JAM,36.70073,Americas,Latin America and the Caribbean
2004,Jamaica,JAM,55.04776,Americas,Latin America and the Caribbean
2005,Jamaica,JAM,62.298443,Americas,Latin America and the Caribbean
2006,Jamaica,JAM,49.61185,Americas,Latin America and the Caribbean
2007,Jamaica,JAM,58.36833,Americas,Latin America and the Caribbean
2008,Jamaica,JAM,59.399014,Americas,Latin America and the Caribbean
2009,Jamaica,JAM,61.490795,Americas,Latin America and the Caribbean
2010,Jamaica,JAM,52.645607,Americas,Latin America and the Caribbean
2011,Jamaica,JAM,41.043385,Americas,Latin America and the Caribbean
2012,Jamaica,JAM,39.748524,Americas,Latin America and the Caribbean
2013,Jamaica,JAM,43.18014,Americas,Latin America and the Caribbean
2014,Jamaica,JAM,35.973167,Americas,Latin America and the Caribbean
2015,Jamaica,JAM,43.13953,Americas,Latin America and the Caribbean
2016,Jamaica,JAM,48.186512,Americas,Latin America and the Caribbean
2017,Jamaica,JAM,58.492126,Americas,Latin America and the Caribbean
2018,Jamaica,JAM,45.707638,Americas,Latin America and the Caribbean
2019,Jamaica,JAM,47.462677,Americas,Latin America and the Caribbean
2020,Jamaica,JAM,47.090176,Americas,Latin America and the Caribbean
2021,Jamaica,JAM,51.943813,Americas,Latin America and the Caribbean
2022,Jamaica,JAM,53.1146,Americas,Latin America and the Caribbean
2023,Jamaica,JAM,49.299488,Americas,Latin America and the Caribbean
1990,Japan,JPN,0.54781306,Asia,Eastern Asia
1991,Japan,JPN,0.5157807,Asia,Eastern Asia
1992,Japan,JPN,0.54106766,Asia,Eastern Asia
1993,Japan,JPN,0.5727333,Asia,Eastern Asia
1994,Japan,JPN,0.59942436,Asia,Eastern Asia
1995,Japan,JPN,0.5760998,Asia,Eastern Asia
1996,Japan,JPN,0.5175618,Asia,Eastern Asia
1997,Japan,JPN,0.5623053,Asia,Eastern Asia
1998,Japan,JPN,0.6124101,Asia,Eastern Asia
1999,Japan,JPN,0.5804345,Asia,Eastern Asia
2000,Japan,JPN,0.5337415,Asia,Eastern Asia
2001,Japan,JPN,0.547697,Asia,Eastern Asia
2002,Japan,JPN,0.5192784,Asia,Eastern Asia
2003,Japan,JPN,0.5459334,Asia,Eastern Asia
2004,Japan,JPN,0.54688084,Asia,Eastern Asia
2005,Japan,JPN,0.5026841,Asia,Eastern Asia
2006,Japan,JPN,0.48360416,Asia,Eastern Asia
2007,Japan,JPN,0.44813052,Asia,Eastern Asia
2008,Japan,JPN,0.5103156,Asia,Eastern Asia
2009,Japan,JPN,0.39471897,Asia,Eastern Asia
2010,Japan,JPN,0.36275616,Asia,Eastern Asia
2011,Japan,JPN,0.34505254,Asia,Eastern Asia
2012,Japan,JPN,0.33534414,Asia,Eastern Asia
2013,Japan,JPN,0.28968793,Asia,Eastern Asia
2014,Japan,JPN,0.30983648,Asia,Eastern Asia
2015,Japan,JPN,0.28520724,Asia,Eastern Asia
2016,Japan,JPN,0.2846808,Asia,Eastern Asia
2017,Japan,JPN,0.24082221,Asia,Eastern Asia
2018,Japan,JPN,0.26317152,Asia,Eastern Asia
2019,Japan,JPN,0.251777,Asia,Eastern Asia
2020,Japan,JPN,0.2517724,Asia,Eastern Asia
2021,Japan,JPN,0.22676758,Asia,Eastern Asia
2022,Japan,JPN,0.23120448,Asia,Eastern Asia
2023,Japan,JPN,0.2291532,Asia,Eastern Asia
2023,Jersey,JEY,NA,Europe,Northern Europe
1990,Jordan,JOR,3.313171,Asia,Western Asia
1991,Jordan,JOR,3.0905588,Asia,Western Asia
1992,Jordan,JOR,3.4159522,Asia,Western Asia
1993,Jordan,JOR,3.7948313,Asia,Western Asia
1994,Jordan,JOR,4.318844,Asia,Western Asia
1995,Jordan,JOR,0.73651713,Asia,Western Asia
1996,Jordan,JOR,0.91602755,Asia,Western Asia
1997,Jordan,JOR,0.8322954,Asia,Western Asia
2007,Jordan,JOR,1.6404903,Asia,Western Asia
2008,Jordan,JOR,1.7167711,Asia,Western Asia
2009,Jordan,JOR,1.4282206,Asia,Western Asia
2010,Jordan,JOR,1.7541351,Asia,Western Asia
2011,Jordan,JOR,1.8982881,Asia,Western Asia
2012,Jordan,JOR,2.2142768,Asia,Western Asia
2013,Jordan,JOR,2.0521011,Asia,Western Asia
2014,Jordan,JOR,2.0815063,Asia,Western Asia
2015,Jordan,JOR,1.7706108,Asia,Western Asia
2016,Jordan,JOR,1.4790584,Asia,Western Asia
2017,Jordan,JOR,1.2995609,Asia,Western Asia
2018,Jordan,JOR,0.8984635,Asia,Western Asia
2019,Jordan,JOR,1.14319,Asia,Western Asia
2020,Jordan,JOR,0.9939967,Asia,Western Asia
2021,Jordan,JOR,1.0301495,Asia,Western Asia
2022,Jordan,JOR,1.1193768,Asia,Western Asia
2023,Jordan,JOR,0.98783016,Asia,Western Asia
1990,Kazakhstan,KAZ,8.59855,Asia,Central Asia
1991,Kazakhstan,KAZ,8.750709,Asia,Central Asia
1992,Kazakhstan,KAZ,10.846598,Asia,Central Asia
1993,Kazakhstan,KAZ,14.970054,Asia,Central Asia
1994,Kazakhstan,KAZ,14.95561,Asia,Central Asia
1995,Kazakhstan,KAZ,14.625951,Asia,Central Asia
1996,Kazakhstan,KAZ,15.990471,Asia,Central Asia
1997,Kazakhstan,KAZ,16.087763,Asia,Central Asia
1998,Kazakhstan,KAZ,16.174812,Asia,Central Asia
1999,Kazakhstan,KAZ,15.359856,Asia,Central Asia
2000,Kazakhstan,KAZ,14.998933,Asia,Central Asia
2001,Kazakhstan,KAZ,13.867889,Asia,Central Asia
2002,Kazakhstan,KAZ,12.56333,Asia,Central Asia
2003,Kazakhstan,KAZ,12.643373,Asia,Central Asia
2004,Kazakhstan,KAZ,13.192296,Asia,Central Asia
2008,Kazakhstan,KAZ,11.000501,Asia,Central Asia
2009,Kazakhstan,KAZ,10.655935,Asia,Central Asia
2010,Kazakhstan,KAZ,8.237903,Asia,Central Asia
2011,Kazakhstan,KAZ,8.320637,Asia,Central Asia
2012,Kazakhstan,KAZ,7.315337,Asia,Central Asia
2013,Kazakhstan,KAZ,6.379403,Asia,Central Asia
2014,Kazakhstan,KAZ,5.0740094,Asia,Central Asia
2015,Kazakhstan,KAZ,4.7168326,Asia,Central Asia
2017,Kazakhstan,KAZ,4.9056582,Asia,Central Asia
2020,Kazakhstan,KAZ,3.110545,Asia,Central Asia
2021,Kazakhstan,KAZ,2.8464916,Asia,Central Asia
2022,Kazakhstan,KAZ,2.5505862,Asia,Central Asia
2023,Kazakhstan,KAZ,NA,Asia,Central Asia
2004,Kenya,KEN,3.4560087,Africa,Sub-Saharan Africa
2005,Kenya,KEN,3.027113,Africa,Sub-Saharan Africa
2006,Kenya,KEN,2.996856,Africa,Sub-Saharan Africa
2007,Kenya,KEN,2.8963346,Africa,Sub-Saharan Africa
2008,Kenya,KEN,3.0994468,Africa,Sub-Saharan Africa
2009,Kenya,KEN,4.720446,Africa,Sub-Saharan Africa
2010,Kenya,KEN,4.629967,Africa,Sub-Saharan Africa
2011,Kenya,KEN,5.3112297,Africa,Sub-Saharan Africa
2012,Kenya,KEN,5.4091864,Africa,Sub-Saharan Africa
2014,Kenya,KEN,5.0052724,Africa,Sub-Saharan Africa
2015,Kenya,KEN,4.8015943,Africa,Sub-Saharan Africa
2016,Kenya,KEN,4.908632,Africa,Sub-Saharan Africa
2017,Kenya,KEN,5.0124226,Africa,Sub-Saharan Africa
2018,Kenya,KEN,3.1250556,Africa,Sub-Saharan Africa
2019,Kenya,KEN,3.077955,Africa,Sub-Saharan Africa
2020,Kenya,KEN,3.5601206,Africa,Sub-Saharan Africa
2021,Kenya,KEN,5.2537465,Africa,Sub-Saharan Africa
2022,Kenya,KEN,4.8716683,Africa,Sub-Saharan Africa
2023,Kenya,KEN,NA,Africa,Sub-Saharan Africa
1991,Kiribati,KIR,0,Oceania,Micronesia
1992,Kiribati,KIR,0,Oceania,Micronesia
1993,Kiribati,KIR,0,Oceania,Micronesia
1994,Kiribati,KIR,0,Oceania,Micronesia
1995,Kiribati,KIR,0,Oceania,Micronesia
1996,Kiribati,KIR,1.210324,Oceania,Micronesia
1997,Kiribati,KIR,0,Oceania,Micronesia
1998,Kiribati,KIR,0,Oceania,Micronesia
1999,Kiribati,KIR,0,Oceania,Micronesia
2000,Kiribati,KIR,3.3855078,Oceania,Micronesia
2001,Kiribati,KIR,4.427987,Oceania,Micronesia
2008,Kiribati,KIR,6.7164,Oceania,Micronesia
2009,Kiribati,KIR,0.93925816,Oceania,Micronesia
2010,Kiribati,KIR,3.6797173,Oceania,Micronesia
2011,Kiribati,KIR,9.941481,Oceania,Micronesia
2012,Kiribati,KIR,7.1247907,Oceania,Micronesia
2023,Kiribati,KIR,NA,Oceania,Micronesia
1996,Kuwait,KWT,0.92472374,Asia,Western Asia
2001,Kuwait,KWT,1.9421135,Asia,Western Asia
2002,Kuwait,KWT,1.1165192,Asia,Western Asia
2003,Kuwait,KWT,1.3744851,Asia,Western Asia
2004,Kuwait,KWT,1.9932133,Asia,Western Asia
2005,Kuwait,KWT,1.8329855,Asia,Western Asia
2006,Kuwait,KWT,1.9029628,Asia,Western Asia
2007,Kuwait,KWT,2.3525786,Asia,Western Asia
2008,Kuwait,KWT,1.433194,Asia,Western Asia
2009,Kuwait,KWT,1.752827,Asia,Western Asia
2010,Kuwait,KWT,2.0384786,Asia,Western Asia
2011,Kuwait,KWT,1.8832905,Asia,Western Asia
2012,Kuwait,KWT,1.8279755,Asia,Western Asia
2017,Kuwait,KWT,1.1071839,Asia,Western Asia
2018,Kuwait,KWT,0.8558104,Asia,Western Asia
2019,Kuwait,KWT,0.3601824,Asia,Western Asia
2020,Kuwait,KWT,0.24999182,Asia,Western Asia
2023,Kuwait,KWT,NA,Asia,Western Asia
2023,Kyrgyzstan,KGZ,NA,Asia,Central Asia
2023,Laos,LAO,NA,Asia,South-eastern Asia
1992,Latvia,LVA,9.905055,Europe,Northern Europe
1993,Latvia,LVA,15.094664,Europe,Northern Europe
1994,Latvia,LVA,13.802768,Europe,Northern Europe
1995,Latvia,LVA,11.585113,Europe,Northern Europe
1996,Latvia,LVA,10.903592,Europe,Northern Europe
1997,Latvia,LVA,11.178553,Europe,Northern Europe
1998,Latvia,LVA,10.372544,Europe,Northern Europe
1999,Latvia,LVA,9.578296,Europe,Northern Europe
2000,Latvia,LVA,10.04935,Europe,Northern Europe
2001,Latvia,LVA,9.365774,Europe,Northern Europe
2002,Latvia,LVA,9.258655,Europe,Northern Europe
2012,Latvia,LVA,3.440423,Europe,Northern Europe
2013,Latvia,LVA,2.4838426,Europe,Northern Europe
2014,Latvia,LVA,3.209389,Europe,Northern Europe
2015,Latvia,LVA,3.3874876,Europe,Northern Europe
2016,Latvia,LVA,3.5206542,Europe,Northern Europe
2017,Latvia,LVA,4.1696825,Europe,Northern Europe
2018,Latvia,LVA,4.3577776,Europe,Northern Europe
2019,Latvia,LVA,3.3955626,Europe,Northern Europe
2020,Latvia,LVA,3.6820333,Europe,Northern Europe
2021,Latvia,LVA,3.0229313,Europe,Northern Europe
2022,Latvia,LVA,3.5618157,Europe,Northern Europe
2023,Latvia,LVA,2.4968178,Europe,Northern Europe
2008,Lebanon,LBN,3.7154694,Asia,Western Asia
2009,Lebanon,LBN,2.9044807,Asia,Western Asia
2010,Lebanon,LBN,3.2333007,Asia,Western Asia
2011,Lebanon,LBN,3.29669,Asia,Western Asia
2012,Lebanon,LBN,3.705301,Asia,Western Asia
2013,Lebanon,LBN,4.1090384,Asia,Western Asia
2014,Lebanon,LBN,3.7813196,Asia,Western Asia
2015,Lebanon,LBN,3.5689626,Asia,Western Asia
2016,Lebanon,LBN,3.7165554,Asia,Western Asia
2017,Lebanon,LBN,3.9934235,Asia,Western Asia
2018,Lebanon,LBN,2.8742743,Asia,Western Asia
2019,Lebanon,LBN,3.1408587,Asia,Western Asia
2020,Lebanon,LBN,2.24467,Asia,Western Asia
2023,Lebanon,LBN,NA,Asia,Western Asia
1990,Lesotho,LSO,28.67885,Africa,Sub-Saharan Africa
1991,Lesotho,LSO,29.798437,Africa,Sub-Saharan Africa
1992,Lesotho,LSO,34.164776,Africa,Sub-Saharan Africa
1993,Lesotho,LSO,34.967003,Africa,Sub-Saharan Africa
1994,Lesotho,LSO,43.21196,Africa,Sub-Saharan Africa
2007,Lesotho,LSO,45.820633,Africa,Sub-Saharan Africa
2008,Lesotho,LSO,38.239742,Africa,Sub-Saharan Africa
2023,Lesotho,LSO,NA,Africa,Sub-Saharan Africa
2007,Liberia,LBR,2.7255015,Africa,Sub-Saharan Africa
2008,Liberia,LBR,4.632291,Africa,Sub-Saharan Africa
2009,Liberia,LBR,3.6773775,Africa,Sub-Saharan Africa
2010,Liberia,LBR,3.1782088,Africa,Sub-Saharan Africa
2011,Liberia,LBR,3.8141007,Africa,Sub-Saharan Africa
2012,Liberia,LBR,3.0870948,Africa,Sub-Saharan Africa
2023,Liberia,LBR,NA,Africa,Sub-Saharan Africa
2023,Libya,LBY,NA,Africa,Northern Africa
1994,Liechtenstein,LIE,0,Europe,Western Europe
1995,Liechtenstein,LIE,0,Europe,Western Europe
1996,Liechtenstein,LIE,0,Europe,Western Europe
1997,Liechtenstein,LIE,0,Europe,Western Europe
1998,Liechtenstein,LIE,0,Europe,Western Europe
1999,Liechtenstein,LIE,3.055581,Europe,Western Europe
2000,Liechtenstein,LIE,0,Europe,Western Europe
2001,Liechtenstein,LIE,0,Europe,Western Europe
2002,Liechtenstein,LIE,0,Europe,Western Europe
2003,Liechtenstein,LIE,0,Europe,Western Europe
2004,Liechtenstein,LIE,2.907949,Europe,Western Europe
2007,Liechtenstein,LIE,0,Europe,Western Europe
2008,Liechtenstein,LIE,2.8213918,Europe,Western Europe
2009,Liechtenstein,LIE,0,Europe,Western Europe
2010,Liechtenstein,LIE,2.7778935,Europe,Western Europe
2011,Liechtenstein,LIE,0,Europe,Western Europe
2012,Liechtenstein,LIE,0,Europe,Western Europe
2013,Liechtenstein,LIE,0,Europe,Western Europe
2014,Liechtenstein,LIE,2.6908846,Europe,Western Europe
2015,Liechtenstein,LIE,0,Europe,Western Europe
2016,Liechtenstein,LIE,0,Europe,Western Europe
2017,Liechtenstein,LIE,2.641973,Europe,Western Europe
2018,Liechtenstein,LIE,2.62271,Europe,Western Europe
2019,Liechtenstein,LIE,2.6014569,Europe,Western Europe
2020,Liechtenstein,LIE,2.5795135,Europe,Western Europe
2021,Liechtenstein,LIE,5.122426,Europe,Western Europe
2023,Liechtenstein,LIE,NA,Europe,Western Europe
1990,Lithuania,LTU,4.8714314,Europe,Northern Europe
1991,Lithuania,LTU,5.7815843,Europe,Northern Europe
1992,Lithuania,LTU,7.1939635,Europe,Northern Europe
1993,Lithuania,LTU,11.303744,Europe,Northern Europe
1994,Lithuania,LTU,12.722677,Europe,Northern Europe
1995,Lithuania,LTU,13.840495,Europe,Northern Europe
1996,Lithuania,LTU,11.250901,Europe,Northern Europe
1997,Lithuania,LTU,10.941933,Europe,Northern Europe
1998,Lithuania,LTU,8.766068,Europe,Northern Europe
1999,Lithuania,LTU,8.771179,Europe,Northern Europe
2000,Lithuania,LTU,10.570214,Europe,Northern Europe
2001,Lithuania,LTU,10.164111,Europe,Northern Europe
2002,Lithuania,LTU,8.507424,Europe,Northern Europe
2004,Lithuania,LTU,10.157849,Europe,Northern Europe
2005,Lithuania,LTU,11.197187,Europe,Northern Europe
2006,Lithuania,LTU,8.807857,Europe,Northern Europe
2007,Lithuania,LTU,8.572205,Europe,Northern Europe
2008,Lithuania,LTU,9.316924,Europe,Northern Europe
2009,Lithuania,LTU,7.9664803,Europe,Northern Europe
2010,Lithuania,LTU,7.069717,Europe,Northern Europe
2011,Lithuania,LTU,6.96682,Europe,Northern Europe
2012,Lithuania,LTU,6.7596292,Europe,Northern Europe
2013,Lithuania,LTU,6.6928964,Europe,Northern Europe
2014,Lithuania,LTU,5.42076,Europe,Northern Europe
2015,Lithuania,LTU,5.9192696,Europe,Northern Europe
2016,Lithuania,LTU,5.332665,Europe,Northern Europe
2017,Lithuania,LTU,3.5344276,Europe,Northern Europe
2018,Lithuania,LTU,3.282809,Europe,Northern Europe
2019,Lithuania,LTU,3.3630786,Europe,Northern Europe
2020,Lithuania,LTU,3.6126075,Europe,Northern Europe
2021,Lithuania,LTU,2.5765011,Europe,Northern Europe
2022,Lithuania,LTU,2.3784847,Europe,Northern Europe
2023,Lithuania,LTU,2.6277995,Europe,Northern Europe
1994,Luxembourg,LUX,1.49035,Europe,Western Europe
1995,Luxembourg,LUX,0.4899235,Europe,Western Europe
1996,Luxembourg,LUX,0.96670544,Europe,Western Europe
1997,Luxembourg,LUX,0.95472574,Europe,Western Europe
1998,Luxembourg,LUX,0.9430526,Europe,Western Europe
1999,Luxembourg,LUX,1.3956832,Europe,Western Europe
2000,Luxembourg,LUX,0.91715246,Europe,Western Europe
2001,Luxembourg,LUX,2.0373445,Europe,Western Europe
2002,Luxembourg,LUX,1.3441206,Europe,Western Europe
2003,Luxembourg,LUX,0.6639548,Europe,Western Europe
2004,Luxembourg,LUX,0.43639967,Europe,Western Europe
2005,Luxembourg,LUX,0.85954314,Europe,Western Europe
2006,Luxembourg,LUX,1.4803348,Europe,Western Europe
2007,Luxembourg,LUX,1.4575135,Europe,Western Europe
2008,Luxembourg,LUX,1.6360236,Europe,Western Europe
2009,Luxembourg,LUX,1.0036402,Europe,Western Europe
2010,Luxembourg,LUX,1.9707929,Europe,Western Europe
2011,Luxembourg,LUX,0.7713312,Europe,Western Europe
2012,Luxembourg,LUX,0,Europe,Western Europe
2013,Luxembourg,LUX,0.18404225,Europe,Western Europe
2014,Luxembourg,LUX,0.71906364,Europe,Western Europe
2015,Luxembourg,LUX,0.87790763,Europe,Western Europe
2016,Luxembourg,LUX,0.8568892,Europe,Western Europe
2017,Luxembourg,LUX,0.3352917,Europe,Western Europe
2018,Luxembourg,LUX,0.4933391,Europe,Western Europe
2019,Luxembourg,LUX,0.6449917,Europe,Western Europe
2020,Luxembourg,LUX,0.47573966,Europe,Western Europe
2021,Luxembourg,LUX,0.62473255,Europe,Western Europe
2022,Luxembourg,LUX,1.5306611,Europe,Western Europe
2023,Luxembourg,LUX,NA,Europe,Western Europe
1991,Macao,MAC,3.3124695,Asia,Eastern Asia
1992,Macao,MAC,0.80591327,Asia,Eastern Asia
1993,Macao,MAC,3.1469095,Asia,Eastern Asia
1994,Macao,MAC,3.3322952,Asia,Eastern Asia
1995,Macao,MAC,2.0065565,Asia,Eastern Asia
1996,Macao,MAC,4.176612,Asia,Eastern Asia
1997,Macao,MAC,7.227714,Asia,Eastern Asia
1998,Macao,MAC,5.6763086,Asia,Eastern Asia
1999,Macao,MAC,8.599602,Asia,Eastern Asia
2000,Macao,MAC,2.2867126,Asia,Eastern Asia
2001,Macao,MAC,1.797248,Asia,Eastern Asia
2002,Macao,MAC,0.43858302,Asia,Eastern Asia
2003,Macao,MAC,1.7055641,Asia,Eastern Asia
2004,Macao,MAC,0.8295313,Asia,Eastern Asia
2005,Macao,MAC,0.80741125,Asia,Eastern Asia
2006,Macao,MAC,1.9656155,Asia,Eastern Asia
2007,Macao,MAC,1.148819,Asia,Eastern Asia
2008,Macao,MAC,0.74636614,Asia,Eastern Asia
2009,Macao,MAC,0.90994626,Asia,Eastern Asia
2010,Macao,MAC,0.35536256,Asia,Eastern Asia
2011,Macao,MAC,0.69488780000000006,Asia,Eastern Asia
2012,Macao,MAC,0.6809142,Asia,Eastern Asia
2013,Macao,MAC,0.16701657,Asia,Eastern Asia
2014,Macao,MAC,0.16385277,Asia,Eastern Asia
2015,Macao,MAC,0.16072544,Asia,Eastern Asia
2016,Macao,MAC,0.15765125,Asia,Eastern Asia
2017,Macao,MAC,0.309332,Asia,Eastern Asia
2018,Macao,MAC,0.3035952,Asia,Eastern Asia
2019,Macao,MAC,0.29807416,Asia,Eastern Asia
2020,Macao,MAC,0.29279727,Asia,Eastern Asia
2021,Macao,MAC,0.43202642,Asia,Eastern Asia
2022,Macao,MAC,0.2839471,Asia,Eastern Asia
2023,Macao,MAC,0.56029356,Asia,Eastern Asia
2023,Madagascar,MDG,NA,Africa,Sub-Saharan Africa
2000,Malawi,MWI,6.185963,Africa,Sub-Saharan Africa
2001,Malawi,MWI,7.763266,Africa,Sub-Saharan Africa
2002,Malawi,MWI,4.7725506,Africa,Sub-Saharan Africa
2003,Malawi,MWI,2.462736,Africa,Sub-Saharan Africa
2004,Malawi,MWI,3.287806,Africa,Sub-Saharan Africa
2005,Malawi,MWI,1.5576286,Africa,Sub-Saharan Africa
2006,Malawi,MWI,6.2203093,Africa,Sub-Saharan Africa
2007,Malawi,MWI,5.0823703,Africa,Sub-Saharan Africa
2008,Malawi,MWI,5.580829,Africa,Sub-Saharan Africa
2009,Malawi,MWI,2.2228725,Africa,Sub-Saharan Africa
2010,Malawi,MWI,3.5072424,Africa,Sub-Saharan Africa
2011,Malawi,MWI,2.2469668,Africa,Sub-Saharan Africa
2012,Malawi,MWI,1.7759867,Africa,Sub-Saharan Africa
2023,Malawi,MWI,NA,Africa,Sub-Saharan Africa
1990,Malaysia,MYS,1.7551562,Asia,South-eastern Asia
1991,Malaysia,MYS,2.0935028,Asia,South-eastern Asia
1992,Malaysia,MYS,1.9432349,Asia,South-eastern Asia
1993,Malaysia,MYS,1.8630971,Asia,South-eastern Asia
1994,Malaysia,MYS,1.6952192,Asia,South-eastern Asia
1995,Malaysia,MYS,1.947803,Asia,South-eastern Asia
1996,Malaysia,MYS,2.1438758,Asia,South-eastern Asia
1997,Malaysia,MYS,2.52629,Asia,South-eastern Asia
1998,Malaysia,MYS,2.8712661,Asia,South-eastern Asia
1999,Malaysia,MYS,2.620843,Asia,South-eastern Asia
2000,Malaysia,MYS,2.3990092,Asia,South-eastern Asia
2001,Malaysia,MYS,2.1975183,Asia,South-eastern Asia
2002,Malaysia,MYS,2.3441575,Asia,South-eastern Asia
2003,Malaysia,MYS,2.28934,Asia,South-eastern Asia
2004,Malaysia,MYS,1.967789,Asia,South-eastern Asia
2005,Malaysia,MYS,2.3378167,Asia,South-eastern Asia
2006,Malaysia,MYS,2.2257628,Asia,South-eastern Asia
2007,Malaysia,MYS,2.414959,Asia,South-eastern Asia
2008,Malaysia,MYS,2.1653926,Asia,South-eastern Asia
2009,Malaysia,MYS,1.9946824,Asia,South-eastern Asia
2010,Malaysia,MYS,1.8844368,Asia,South-eastern Asia
2011,Malaysia,MYS,1.8174312,Asia,South-eastern Asia
2012,Malaysia,MYS,2.029476,Asia,South-eastern Asia
2013,Malaysia,MYS,2.0779297,Asia,South-eastern Asia
2014,Malaysia,MYS,1.6614469,Asia,South-eastern Asia
2015,Malaysia,MYS,1.5944778,Asia,South-eastern Asia
2016,Malaysia,MYS,1.4344275,Asia,South-eastern Asia
2017,Malaysia,MYS,1.1713567,Asia,South-eastern Asia
2018,Malaysia,MYS,0.9814358,Asia,South-eastern Asia
2019,Malaysia,MYS,0.927017,Asia,South-eastern Asia
2020,Malaysia,MYS,0.74654263,Asia,South-eastern Asia
2021,Malaysia,MYS,0.70881855,Asia,South-eastern Asia
2022,Malaysia,MYS,0.6917325,Asia,South-eastern Asia
2023,Malaysia,MYS,0.7344924,Asia,South-eastern Asia
1990,Maldives,MDV,0.44491506,Asia,Southern Asia
1995,Maldives,MDV,0.7792744,Asia,Southern Asia
1997,Maldives,MDV,2.2412522,Asia,Southern Asia
2001,Maldives,MDV,2.441002,Asia,Southern Asia
2002,Maldives,MDV,2.7433338,Asia,Southern Asia
2007,Maldives,MDV,0.92455906,Asia,Southern Asia
2008,Maldives,MDV,1.4873427,Asia,Southern Asia
2009,Maldives,MDV,1.7227765,Asia,Southern Asia
2010,Maldives,MDV,1.6630081,Asia,Southern Asia
2011,Maldives,MDV,0.80283886,Asia,Southern Asia
2012,Maldives,MDV,2.585195,Asia,Southern Asia
2013,Maldives,MDV,0.74986786,Asia,Southern Asia
2015,Maldives,MDV,0.93424326,Asia,Southern Asia
2019,Maldives,MDV,0.6150932,Asia,Southern Asia
2023,Maldives,MDV,NA,Asia,Southern Asia
2023,Mali,MLI,NA,Africa,Sub-Saharan Africa
1990,Malta,MLT,1.0872283,Europe,Southern Europe
1991,Malta,MLT,0.80790347,Europe,Southern Europe
1992,Malta,MLT,1.6008773,Europe,Southern Europe
1993,Malta,MLT,1.8507893,Europe,Southern Europe
1994,Malta,MLT,0.78646445,Europe,Southern Europe
1998,Malta,MLT,1.2697623,Europe,Southern Europe
1999,Malta,MLT,2.5195994,Europe,Southern Europe
2000,Malta,MLT,1.0002626,Europe,Southern Europe
2001,Malta,MLT,1.4896303,Europe,Southern Europe
2002,Malta,MLT,1.4794195,Europe,Southern Europe
2004,Malta,MLT,1.7040026,Europe,Southern Europe
2005,Malta,MLT,0.96777433,Europe,Southern Europe
2006,Malta,MLT,0,Europe,Southern Europe
2007,Malta,MLT,0.9587808,Europe,Southern Europe
2008,Malta,MLT,1.4320868,Europe,Southern Europe
2009,Malta,MLT,0.95058274,Europe,Southern Europe
2010,Malta,MLT,0.94640845,Europe,Southern Europe
2011,Malta,MLT,0.70649993,Europe,Southern Europe
2012,Malta,MLT,2.8128703,Europe,Southern Europe
2013,Malta,MLT,1.6337867,Europe,Southern Europe
2014,Malta,MLT,1.3809469,Europe,Southern Europe
2015,Malta,MLT,0.89891577,Europe,Southern Europe
2016,Malta,MLT,1.0982518,Europe,Southern Europe
2017,Malta,MLT,1.9234776,Europe,Southern Europe
2018,Malta,MLT,1.6509908,Europe,Southern Europe
2019,Malta,MLT,0.992033,Europe,Southern Europe
2020,Malta,MLT,1.3508128,Europe,Southern Europe
2021,Malta,MLT,0.38140535,Europe,Southern Europe
2022,Malta,MLT,1.5146008,Europe,Southern Europe
2023,Malta,MLT,0.5628983,Europe,Southern Europe
1991,Marshall Islands,MHL,10.972733,Oceania,Micronesia
1992,Marshall Islands,MHL,4.3115063,Oceania,Micronesia
1994,Marshall Islands,MHL,4.1918616,Oceania,Micronesia
2023,Marshall Islands,MHL,NA,Oceania,Micronesia
2004,Martinique,MTQ,4.6902404,Americas,Latin America and the Caribbean
2005,Martinique,MTQ,4.7281675,Americas,Latin America and the Caribbean
2006,Martinique,MTQ,5.7435384,Americas,Latin America and the Caribbean
2007,Martinique,MTQ,5.73843,Americas,Latin America and the Caribbean
2008,Martinique,MTQ,4.2426176,Americas,Latin America and the Caribbean
2009,Martinique,MTQ,2.753297,Americas,Latin America and the Caribbean
2023,Martinique,MTQ,NA,Americas,Latin America and the Caribbean
2018,Mauritania,MRT,1.2218499,Africa,Sub-Saharan Africa
2019,Mauritania,MRT,1.0743763,Africa,Sub-Saharan Africa
2020,Mauritania,MRT,0.9999715,Africa,Sub-Saharan Africa
2023,Mauritania,MRT,NA,Africa,Sub-Saharan Africa
1990,Mauritius,MUS,1.8365077,Africa,Sub-Saharan Africa
1991,Mauritius,MUS,2.6290953,Africa,Sub-Saharan Africa
1992,Mauritius,MUS,2.7736273,Africa,Sub-Saharan Africa
1993,Mauritius,MUS,1.8544791,Africa,Sub-Saharan Africa
1994,Mauritius,MUS,2.3548949,Africa,Sub-Saharan Africa
1995,Mauritius,MUS,2.155506,Africa,Sub-Saharan Africa
1996,Mauritius,MUS,2.9000762,Africa,Sub-Saharan Africa
1997,Mauritius,MUS,2.0265162,Africa,Sub-Saharan Africa
1998,Mauritius,MUS,2.5939133,Africa,Sub-Saharan Africa
1999,Mauritius,MUS,1.9073026,Africa,Sub-Saharan Africa
