year,country,isocode,region,subregion,pib_per_capita,indice_gini,tasa_desempleo_joven,tasa_homicidio,dummy_outlier_tasa_homicidio,dummy_outlier_pib_per_capita,dummy_outlier_tasa_desempleo_joven,dummy_outlier_indice_gini
2010,Sierra Leone,SLE,Africa,Sub-Saharan Africa,1900.38515206703,NA,7.916,2.6194358,0,0,0,0
2020,Singapore,SGP,Asia,South-eastern Asia,101518.31798444,NA,10.557,0.17793117,0,1,0,0
2015,Singapore,SGP,Asia,South-eastern Asia,87156.187383315,NA,8.894,0.2533781,0,1,0,0
2010,Singapore,SGP,Asia,South-eastern Asia,75400.5557984177,NA,9.413,0.37423572,0,1,0,0
2020,Sint Maarten (Dutch part),SXM,Americas,Latin America and the Caribbean,38901.4867603712,NA,NA,NA,0,0,0,0
2015,Sint Maarten (Dutch part),SXM,Americas,Latin America and the Caribbean,44587.5911500766,NA,NA,NA,0,0,0,0
2010,Sint Maarten (Dutch part),SXM,Americas,Latin America and the Caribbean,37736.4056799196,NA,NA,NA,0,0,0,0
2020,Slovak Republic,SVK,Europe,Eastern Europe,35327.9439165588,24.2,19.438,NA,0,0,0,0
2015,Slovak Republic,SVK,Europe,Eastern Europe,30156.0270992722,26.5,26.571,NA,0,0,0,0
2010,Slovak Republic,SVK,Europe,Eastern Europe,25384.4911366354,27.3,33.749,NA,0,0,0,0
2020,Slovenia,SVN,Europe,Southern Europe,41767.2579899957,24,14.179,0.5232067,0,0,0,0
2015,Slovenia,SVN,Europe,Southern Europe,31344.6289743058,25.4,16.299,0.97089875,0,0,0,0
2010,Slovenia,SVN,Europe,Southern Europe,27582.4977417186,24.9,14.7,0.73363554,0,0,0,0
2020,Solomon Islands,SLB,Oceania,Melanesia,2405.30256166037,NA,1.499,NA,0,0,0,0
2015,Solomon Islands,SLB,Oceania,Melanesia,2353.78728249487,NA,1.298,NA,0,0,0,0
2010,Solomon Islands,SLB,Oceania,Melanesia,2182.21600810863,NA,2.924,NA,0,0,0,0
2020,"Somalia, Fed. Rep.",SOM,Africa,Sub-Saharan Africa,1454.33348080341,NA,35.978,NA,0,0,0,0
2015,"Somalia, Fed. Rep.",SOM,Africa,Sub-Saharan Africa,1341.38999678728,NA,33.508,NA,0,0,0,0
2010,"Somalia, Fed. Rep.",SOM,Africa,Sub-Saharan Africa,815.131435995058,NA,34.088,NA,0,0,0,0
2020,South Africa,ZAF,Africa,Sub-Saharan Africa,12671.0862436851,NA,58.588,32.977566,1,0,1,0
2015,South Africa,ZAF,Africa,Sub-Saharan Africa,13397.5234813346,NA,49.447,32.919315,1,0,0,0
2010,South Africa,ZAF,Africa,Sub-Saharan Africa,12637.2912226018,63.4,50.064,30.362572,1,0,1,1
2020,South Sudan,SSD,Africa,Sub-Saharan Africa,NA,NA,21.984,NA,0,0,0,0
2015,South Sudan,SSD,Africa,Sub-Saharan Africa,1154.88686304107,NA,19.447,NA,0,0,0,0
2010,South Sudan,SSD,Africa,Sub-Saharan Africa,2948.0500149385,NA,19.442,NA,0,0,0,0
2020,Spain,ESP,Europe,Southern Europe,39327.8479269599,34.9,38.312,0.6942189,0,0,0,0
2015,Spain,ESP,Europe,Southern Europe,35238.0691376424,36.2,48.353,0.6469069,0,0,0,0
2010,Spain,ESP,Europe,Southern Europe,31808.2179879539,35.2,41.453,0.8560973,0,0,0,0
2020,Sri Lanka,LKA,Asia,Southern Asia,12940.9043295749,NA,25.449,NA,0,0,0,0
2015,Sri Lanka,LKA,Asia,Southern Asia,12227.1714849513,NA,19.232,2.2411442,0,0,0,0
2010,Sri Lanka,LKA,Asia,Southern Asia,8233.6266381136,NA,18.684,3.654374,0,0,0,0
2020,St. Kitts and Nevis,KNA,Americas,Latin America and the Caribbean,27326.036057423,NA,NA,NA,0,0,0,0
2015,St. Kitts and Nevis,KNA,Americas,Latin America and the Caribbean,26877.4665031101,NA,NA,NA,0,0,0,0
2010,St. Kitts and Nevis,KNA,Americas,Latin America and the Caribbean,23691.4477936151,NA,NA,NA,0,0,0,0
2020,St. Lucia,LCA,Americas,Latin America and the Caribbean,14912.159584235,NA,51.641,NA,0,0,0,0
2015,St. Lucia,LCA,Americas,Latin America and the Caribbean,14353.2224845845,43.7,47.011,NA,0,0,0,0
2010,St. Lucia,LCA,Americas,Latin America and the Caribbean,12717.7865966902,NA,35.313,NA,0,0,0,0
2020,St. Martin (French part),MAF,Americas,Latin America and the Caribbean,NA,NA,NA,NA,0,0,0,0
2015,St. Martin (French part),MAF,Americas,Latin America and the Caribbean,NA,NA,NA,NA,0,0,0,0
2010,St. Martin (French part),MAF,Americas,Latin America and the Caribbean,NA,NA,NA,NA,0,0,0,0
2020,St. Vincent and the Grenadines,VCT,Americas,Latin America and the Caribbean,15336.5987771764,NA,47.275,NA,0,0,0,0
2015,St. Vincent and the Grenadines,VCT,Americas,Latin America and the Caribbean,12378.842727428,NA,41.41,NA,0,0,0,0
2010,St. Vincent and the Grenadines,VCT,Americas,Latin America and the Caribbean,10561.308030596,NA,41.819,NA,0,0,0,0
2020,Sudan,SDN,Africa,Northern Africa,3348.57836914063,NA,19.904,NA,0,0,0,0
2015,Sudan,SDN,Africa,Northern Africa,4217.01025390625,NA,25.233,NA,0,0,0,0
2010,Sudan,SDN,Africa,Northern Africa,3805.62744140625,NA,26.387,NA,0,0,0,0
2020,Suriname,SUR,Americas,Latin America and the Caribbean,16946.8942361914,NA,28.397,8.982283,0,0,0,0
2015,Suriname,SUR,Americas,Latin America and the Caribbean,16543.5743051372,NA,13.027,5.8456707,0,0,0,0
2010,Suriname,SUR,Americas,Latin America and the Caribbean,13039.4491198099,NA,13.452,NA,0,0,0,0
2020,Sweden,SWE,Europe,Northern Europe,57489.2657196219,28.9,23.895,1.197641,0,0,0,0
2015,Sweden,SWE,Europe,Northern Europe,48785.1551864585,29.2,20.365,1.1429176,0,0,0,0
2010,Sweden,SWE,Europe,Northern Europe,41956.1290051562,27.7,24.761,0.97033215,0,0,0,0
2020,Switzerland,CHE,Europe,Western Europe,72997.8239503282,33.7,8.603,0.5439449,0,0,0,0
2015,Switzerland,CHE,Europe,Western Europe,65282.5841931923,32.3,8.815,0.6880789,0,0,0,0
2010,Switzerland,CHE,Europe,Western Europe,54432.332994981,32.6,8.216,0.66447276,0,0,0,0
2020,Syrian Arab Republic,SYR,Asia,Western Asia,3737.65751831376,NA,36.166,NA,0,0,0,0
2015,Syrian Arab Republic,SYR,Asia,Western Asia,NA,NA,34.715,NA,0,0,0,0
2010,Syrian Arab Republic,SYR,Asia,Western Asia,NA,NA,20.491,NA,0,0,0,0
2020,Tajikistan,TJK,Asia,Central Asia,3653.95976759112,NA,29.031,0.8923708,0,0,0,0
2015,Tajikistan,TJK,Asia,Central Asia,2975.47097476092,34,25.212,NA,0,0,0,0
2010,Tajikistan,TJK,Asia,Central Asia,2291.07823631732,NA,24.724,2.3653512,0,0,0,0
2020,Tanzania,TZA,Africa,Sub-Saharan Africa,3290.60986328125,NA,3.805,3.749213,0,0,0,0
2015,Tanzania,TZA,Africa,Sub-Saharan Africa,2317.27978515625,NA,3.602,7.2009435,0,0,0,0
2010,Tanzania,TZA,Africa,Sub-Saharan Africa,2069.40185546875,NA,5.851,8.686621,0,0,0,0
2020,Thailand,THA,Asia,South-eastern Asia,19163.7415152349,35,5.199,NA,0,0,0,0
2015,Thailand,THA,Asia,South-eastern Asia,15791.1714762207,36,3.094,NA,0,0,0,0
2010,Thailand,THA,Asia,South-eastern Asia,12932.2633444457,39.4,2.598,5.328127,0,0,0,0
2020,Timor-Leste,TLS,Asia,South-eastern Asia,6132.08299806495,NA,6.743,NA,0,0,0,0
2015,Timor-Leste,TLS,Asia,South-eastern Asia,3107.57190164098,NA,8.563,NA,0,0,0,0
2010,Timor-Leste,TLS,Asia,South-eastern Asia,1955.32969499557,NA,9.331,NA,0,0,0,0
2020,Togo,TGO,Africa,Sub-Saharan Africa,2356.75859666213,NA,3.727,NA,0,0,0,0
2015,Togo,TGO,Africa,Sub-Saharan Africa,1879.66940004825,43,4.315,NA,0,0,0,0
2010,Togo,TGO,Africa,Sub-Saharan Africa,1537.0546089113,NA,3.963,NA,0,0,0,0
2020,Tonga,TON,Oceania,Polynesia,6689.85928964051,NA,7.937,NA,0,0,0,0
2015,Tonga,TON,Oceania,Polynesia,5471.79686971112,33.5,5.84,NA,0,0,0,0
2010,Tonga,TON,Oceania,Polynesia,4465.46050009263,NA,4.218,0.93110305,0,0,0,0
2020,Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,26862.9417710355,NA,11.81,26.940828,1,0,0,0
2015,Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,29825.4643214665,NA,5.869,29.387306,1,0,0,0
2010,Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,30778.3127370297,NA,9.85,34.11089,1,0,0,0
2020,Tunisia,TUN,Africa,Northern Africa,11918.066205483,NA,41.231,4.69348,0,0,0,0
2015,Tunisia,TUN,Africa,Northern Africa,10782.5438382441,32.8,34.967,NA,0,0,0,0
2010,Tunisia,TUN,Africa,Northern Africa,10555.0887033221,38.5,29.573,2.656516,0,0,0,0
2020,Turkiye,TUR,Asia,Western Asia,28680.2006288764,43,24.919,NA,0,0,0,0
2015,Turkiye,TUR,Asia,Western Asia,25862.6846048907,42.9,18.299,NA,0,0,0,0
2010,Turkiye,TUR,Asia,Western Asia,17343.6771298998,38.8,21.578,NA,0,0,0,0
2020,Turkmenistan,TKM,Asia,Central Asia,15090.9394971778,NA,10.038,NA,0,0,0,0
2015,Turkmenistan,TKM,Asia,Central Asia,12714.8137240363,NA,8.833,1.013551,0,0,0,0
2010,Turkmenistan,TKM,Asia,Central Asia,8971.61628736812,NA,8.405,1.8870108,0,0,0,0
2020,Turks and Caicos Islands,TCA,Americas,Latin America and the Caribbean,19530.0254075613,NA,NA,51.818726,1,0,0,0
2015,Turks and Caicos Islands,TCA,Americas,Latin America and the Caribbean,24012.8725763975,NA,NA,NA,0,0,0,0
2010,Turks and Caicos Islands,TCA,Americas,Latin America and the Caribbean,22316.4440292076,NA,NA,NA,0,0,0,0
2020,Tuvalu,TUV,Oceania,Polynesia,5122.19827984698,NA,NA,NA,0,0,0,0
2015,Tuvalu,TUV,Oceania,Polynesia,3775.7556591637,NA,NA,NA,0,0,0,0
2010,Tuvalu,TUV,Oceania,Polynesia,2945.12892457303,39.1,NA,9.421518,0,0,0,0
2020,Uganda,UGA,Africa,Sub-Saharan Africa,2532.21950102069,NA,5.721,10.032131,0,0,0,0
2015,Uganda,UGA,Africa,Sub-Saharan Africa,2189.96485919003,NA,3.877,NA,0,0,0,0
2010,Uganda,UGA,Africa,Sub-Saharan Africa,2091.55963145331,NA,5.345,9.7558565,0,0,0,0
2020,Ukraine,UKR,Europe,Eastern Europe,15541.02734375,25.6,19.355,3.8003569,0,0,0,0
2015,Ukraine,UKR,Europe,Eastern Europe,9921.833984375,25.5,22.611,NA,0,0,0,0
2010,Ukraine,UKR,Europe,Eastern Europe,8453.2998046875,24.8,17.709,4.279318,0,0,0,0
2020,United Arab Emirates,ARE,Asia,Western Asia,65352.8344182277,NA,13.482,0.68793815,0,0,0,0
2015,United Arab Emirates,ARE,Asia,Western Asia,71720.3084512543,NA,5.447,0.6916719,0,1,0,0
2010,United Arab Emirates,ARE,Asia,Western Asia,83670.9093739164,NA,7.191,0.9656457,0,1,0,0
2020,United Kingdom,GBR,Europe,Northern Europe,48230.0477027461,32.6,13.371,0.9457794,0,0,0,0
2015,United Kingdom,GBR,Europe,Northern Europe,42526.7003586335,33.3,15.046,0.9482717,0,0,0,0
2010,United Kingdom,GBR,Europe,Northern Europe,36487.6718531875,33.7,20.206,1.1998765,0,0,0,0
2020,United States,USA,Americas,Northern America,64401.5074354209,40,14.891,6.3546557,0,0,0,0
2015,United States,USA,Americas,Northern America,56849.4697923159,41.5,11.634,4.8701963,0,0,0,0
2010,United States,USA,Americas,Northern America,48642.6312088213,40.2,18.361,4.7328067,0,0,0,0
2020,Uruguay,URY,Americas,Latin America and the Caribbean,25725.258216942,40.2,34.209,10.032457,0,0,0,0
2015,Uruguay,URY,Americas,Latin America and the Caribbean,22168.6114189676,40.1,22.875,8.699481,0,0,0,0
2010,Uruguay,URY,Americas,Latin America and the Caribbean,17872.5369682924,44.5,20.707,6.177341,0,0,0,0
2020,Uzbekistan,UZB,Asia,Central Asia,8451.72505108114,NA,12.838,1.3368517,0,0,0,0
2015,Uzbekistan,UZB,Asia,Central Asia,6799.57332842183,NA,11.564,1.6455635,0,0,0,0
2010,Uzbekistan,UZB,Asia,Central Asia,5504.8563793137,NA,11.644,NA,0,0,0,0
2020,Vanuatu,VUT,Oceania,Melanesia,3117.64425292038,NA,9.696,0.3346065,0,0,0,0
2015,Vanuatu,VUT,Oceania,Melanesia,2965.84143257378,NA,11.202,NA,0,0,0,0
2010,Vanuatu,VUT,Oceania,Melanesia,2733.45922588718,37.4,9.407,NA,0,0,0,0
2020,"Venezuela, RB",VEN,Americas,Latin America and the Caribbean,NA,NA,13.628,NA,0,0,0,0
2015,"Venezuela, RB",VEN,Americas,Latin America and the Caribbean,NA,NA,13.331,NA,0,0,0,0
2010,"Venezuela, RB",VEN,Americas,Latin America and the Caribbean,16527.7394080967,NA,14.178,NA,0,0,0,0
2020,Viet Nam,VNM,Asia,South-eastern Asia,11609.3177276423,36.8,6.546,NA,0,0,0,0
2015,Viet Nam,VNM,Asia,South-eastern Asia,7671.5819778084,NA,6.267,NA,0,0,0,0
2010,Viet Nam,VNM,Asia,South-eastern Asia,5389.21956993674,39.3,3.432,NA,0,0,0,0
2020,Virgin Islands (U.S.),VIR,Americas,Latin America and the Caribbean,41749.0800364553,NA,35.848,NA,0,0,0,0
2015,Virgin Islands (U.S.),VIR,Americas,Latin America and the Caribbean,32573.7166812174,NA,26.802,NA,0,0,0,0
2010,Virgin Islands (U.S.),VIR,Americas,Latin America and the Caribbean,41607.5668567026,NA,24.195,NA,0,0,0,0
2020,West Bank and Gaza,PSE,Asia,Western Asia,5956.28620064819,NA,42.053,NA,0,0,0,0
2015,West Bank and Gaza,PSE,Asia,Western Asia,5769.98236633203,NA,37.215,NA,0,0,0,0
2010,West Bank and Gaza,PSE,Asia,Western Asia,4120.86066344952,35.3,36.178,NA,0,0,0,0
2020,"Yemen, Rep.",YEM,Asia,Western Asia,NA,NA,34.625,NA,0,0,0,0
2015,"Yemen, Rep.",YEM,Asia,Western Asia,NA,NA,32.695,NA,0,0,0,0
2010,"Yemen, Rep.",YEM,Asia,Western Asia,3603.03505648202,NA,22.04,NA,0,0,0,0
2020,Zambia,ZMB,Africa,Sub-Saharan Africa,3157.30009311643,NA,11.042,NA,0,0,0,0
2015,Zambia,ZMB,Africa,Sub-Saharan Africa,3337.47306887696,55.8,12.344,5.2015085,0,0,0,0
2010,Zambia,ZMB,Africa,Sub-Saharan Africa,3097.66400499243,52,29.15,5.82861,0,0,0,0
2020,Zimbabwe,ZWE,Africa,Sub-Saharan Africa,3510.67604016744,NA,14.258,5.0235434,0,0,0,0
2015,Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2646.645807311,NA,7.991,NA,0,0,0,0
2010,Zimbabwe,ZWE,Africa,Sub-Saharan Africa,1740.94575434279,NA,9.065,5.3232317,0,0,0,0
